09A,22,AK,1
13A,13,VA,11
120,50,WA,2
13B,11,WA,3
13B,46,CA,1
23H,9,OH,1
13B,12,PA,1
13C,5,OK,2
26A,41,CO,1
13C,19,IL,1
23H,25,LA,2
23D,20,OH,16
13A,11,UT,1
13A,11,MA,4
290,37,MI,1
13A,15,OH,1
120,4,TN,1
23C,24,UT,1
13B,18,CA,75
13B,5,CA,12
13B,15,CA,48
13C,13,FL,9
35A,13,MI,27
13A,25,MI,5
13B,20,NJ,18
290,4,SC,10
290,4,SD,5
290,53,VA,23
26A,7,WV,1
290,20,WV,10
13B,23,IN,2
13A,1,ME,1
11A,20,OR,1
13B,12,OR,1
13C,11,MO,2
220,12,WA,1
220,24,NM,1
13A,54,OR,1
120,16,MA,1
120,5,CA,1
26C,8,KY,1
23D,22,MA,1
11D,22,MA,1
13B,9,NC,3
13A,25,TX,4
26A,20,WA,3
13A,18,WI,4
13A,24,AZ,2
13B,12,AZ,3
220,13,DC,1
13A,25,WI,1
220,6,TX,1
13B,4,VA,1
23H,22,AZ,1
11C,13,CO,1
290,38,MI,1
26B,20,CO,1
290,9,FL,1
13A,1,MI,2
290,50,MI,9
120,20,NJ,1
200,20,NY,7
35A,52,TN,1
290,10,CO,6
290,4,IN,7
13A,13,IN,7
290,16,TN,1
220,20,AK,1
23H,18,SC,1
09A,10,CA,1
13B,45,MA,1
290,57,MN,1
26A,18,OH,1
13B,54,WA,1
120,7,KY,1
13A,18,OK,1
13B,25,FL,14
13A,23,FL,5
290,13,MA,79
13B,3,NJ,6
240,2,OH,1
11D,13,SC,1
120,20,TN,5
290,11,TN,7
220,4,AR,1
13B,9,MO,1
290,4,OK,5
23H,21,LA,1
200,20,LA,1
13B,12,ME,1
120,50,MO,1
13C,52,NH,1
26A,25,UT,1
290,52,NV,1
13C,15,TX,1
13A,54,CA,1
290,7,MN,1
13C,52,TX,2
290,20,IL,52
290,20,KY,95
13B,50,KY,2
290,20,MD,23
13B,1,MI,4
35A,13,MS,2
290,24,NJ,14
13B,50,OH,7
290,20,RI,10
13C,22,SD,1
13A,13,TN,26
11A,25,TN,1
23E,14,TN,1
290,11,TX,4
23H,5,CO,1
13B,3,SC,5
13A,16,TX,1
13A,22,WV,1
23C,24,ND,1
35A,20,ND,1
13A,9,KY,1
13A,46,KY,1
200,23,NV,1
220,53,MT,1
290,7,DC,2
11D,9,KY,1
13C,8,MI,7
200,1,NV,1
13B,9,OH,2
13B,11,SC,3
13A,13,TX,32
13A,1,UT,1
09A,20,WA,1
13B,21,OH,4
13A,53,MN,2
290,18,OK,2
23H,53,OR,4
23H,12,UT,2
13A,24,WV,1
13A,25,AR,3
13C,7,LA,1
13B,13,MT,4
13B,2,DC,1
200,4,TN,1
23H,7,WV,1
290,52,CT,14
290,18,KY,21
13C,25,ME,2
23F,18,MT,1
13C,21,TX,3
13B,11,TX,3
23H,25,WA,6
13C,20,RI,2
13C,14,CO,5
23F,38,CO,1
13A,22,ID,2
23H,20,KS,4
13B,21,WV,2
13B,15,IN,1
13B,5,MA,4
13C,53,ME,6
100,25,MS,1
220,4,NC,1
220,20,NJ,3
220,20,IA,2
13C,11,NC,5
120,17,SC,1
13B,50,TX,4
13B,15,AZ,1
35B,13,KY,2
35A,23,UT,1
290,25,VT,1
23C,9,WA,1
13B,25,CO,6
290,10,KS,5
290,4,KY,13
13B,25,KY,5
13B,18,MI,38
13A,13,ND,3
290,13,NJ,71
290,5,VT,1
290,5,WA,8
120,12,CA,3
13B,1,CO,4
13A,13,LA,5
13B,13,NM,6
13C,15,NM,1
290,1,WA,5
13C,52,CO,5
290,53,TN,5
13B,23,DC,1
26C,25,KY,1
13A,50,NC,1
13C,7,OR,1
23D,53,UT,1
13C,18,AZ,13
13A,55,CA,4
290,1,CA,10
240,13,CO,1
13A,50,MI,1
100,13,MS,1
13C,13,NC,20
200,25,NY,6
290,25,TN,6
220,20,MN,2
13C,24,ND,1
13C,52,OH,2
200,14,OR,1
13A,22,VA,1
240,13,WA,2
23C,8,ND,2
270,25,OH,1
200,13,TN,1
35A,20,WV,1
120,53,IL,1
26A,55,MA,1
13B,53,ME,1
13A,13,AZ,62
23G,18,CT,2
290,20,FL,74
13B,18,FL,13
13B,22,FL,5
23D,20,MI,5
13B,24,TN,2
120,25,VA,2
290,22,WI,11
290,22,CO,2
13A,14,ID,1
13B,8,IL,1
13A,3,OR,1
13C,1,RI,1
240,20,WA,4
13C,52,NC,13
290,22,FL,4
13B,22,KS,11
13B,3,KY,6
13C,18,MI,17
13C,50,MN,8
13B,20,MT,15
13C,2,SC,2
13A,18,TX,19
23F,20,UT,1
13B,16,CT,1
23H,5,KY,2
240,25,OH,2
290,5,PA,3
23H,50,UT,1
13A,16,SC,1
13B,8,UT,1
120,13,WV,2
13C,11,FL,1
220,4,FL,1
26A,24,WV,1
13B,8,RI,1
13B,22,IN,6
290,1,NJ,12
290,4,OH,15
13C,5,AL,1
26B,20,KS,2
23F,18,OH,6
35A,50,OH,1
13B,14,AZ,3
09A,1,AZ,1
220,5,ID,1
23H,18,ID,1
26C,20,KY,1
220,4,MA,3
13C,22,AR,6
290,15,CA,1
250,20,KS,1
13B,8,MA,3
13C,23,MA,8
13A,13,MI,60
13B,20,MO,26
13B,13,NJ,34
13C,18,OH,31
23H,18,TN,3
13C,9,WA,4
13B,3,WY,2
290,13,AL,2
13B,5,IL,2
13C,52,MN,2
290,14,NC,3
220,4,VA,4
13A,7,IN,1
11A,20,MA,2
13C,8,PA,1
13B,11,NM,1
220,20,PA,1
290,22,AZ,18
13B,8,NC,4
290,25,NH,2
290,11,OH,2
290,21,ID,1
13B,18,ID,1
13A,23,IN,1
13B,21,NJ,4
13B,21,KS,1
13C,52,MO,8
13A,12,OK,1
13C,21,SD,1
13C,10,CA,4
13C,9,AK,2
11A,19,MA,1
290,53,NH,2
120,1,TN,1
290,10,TN,2
250,11,MT,1
35A,13,AR,3
13A,17,CA,4
120,10,CA,5
13B,20,CT,27
13C,13,OH,104
13C,22,PA,11
13C,4,UT,1
13C,5,VA,7
13B,3,AL,1
26A,25,MA,3
13B,12,MA,4
290,9,MA,8
13B,22,NM,1
13A,5,IN,1
13A,11,MI,1
290,50,NC,1
13C,53,NC,6
13C,47,PA,1
23F,8,UT,1
13C,48,WA,2
240,11,OH,1
35A,20,AR,1
13C,21,CO,4
13C,48,CO,1
13C,13,IL,20
11A,25,IL,1
290,8,IN,1
13B,53,TN,30
13B,3,UT,2
13C,25,VA,2
13B,23,AL,1
13C,22,NB,3
13C,19,NC,1
290,5,IA,1
35A,13,MO,1
13B,18,NM,3
13C,55,CT,1
13C,52,IL,2
290,16,MI,1
13B,15,MT,1
23D,9,VA,1
13C,25,CA,51
13A,14,CA,7
13B,13,CO,49
290,20,DC,14
520,20,KS,1
13A,20,KY,15
13C,13,MA,109
13B,50,MT,1
23H,20,NV,2
13B,1,TN,6
11A,3,TN,2
13A,13,UT,7
290,10,WA,7
23C,12,CO,1
120,20,CT,1
13A,17,IL,1
290,7,KY,3
120,25,MA,2
290,12,NJ,5
09A,20,NY,2
120,8,AZ,1
290,50,CO,2
13A,52,CT,1
23H,21,OH,3
13C,7,UT,1
13C,1,NV,1
120,7,WA,1
13C,3,KS,1
11D,20,MA,1
290,20,AL,12
13B,18,AZ,14
220,20,CO,6
13C,5,KY,8
290,20,MA,140
13C,14,MI,2
23C,12,MI,2
13C,13,MO,11
13A,1,NV,2
13B,12,NV,6
13B,15,OK,8
13B,53,OR,1
26C,11,SC,1
13B,16,ID,1
13B,12,KY,2
270,9,TN,1
13C,12,VA,2
13A,10,ID,2
23H,18,MD,1
13B,23,OH,5
23F,18,VA,1
23H,24,WI,1
200,7,CA,1
23H,20,AZ,3
13C,21,DC,3
23H,25,DC,1
13C,11,DE,1
09A,20,FL,1
290,13,FL,8
13A,20,KS,8
13C,53,KY,13
120,24,KY,2
240,41,MT,1
290,25,NC,8
23H,4,NC,8
13C,20,ND,17
13C,8,TN,5
13B,20,UT,16
13C,6,WA,4
280,20,KY,2
13C,3,OR,3
13C,7,WA,2
13C,14,NV,1
13C,48,VA,1
13A,50,MT,1
13B,40,VA,1
290,57,MA,1
13C,41,MA,1
290,13,CT,26
220,23,CT,1
13C,10,ID,1
13C,5,TX,5
13C,8,TX,1
23H,18,WA,5
13C,14,CA,4
290,3,CO,1
13C,24,CT,1
13C,4,FL,1
23H,1,UT,5
250,23,ND,1
13C,20,AK,1
13A,9,MA,3
290,24,WA,2
13C,11,SD,1
23H,25,AR,1
13B,1,CA,48
13B,20,DC,12
13A,10,MA,2
13B,3,MI,20
13A,5,MI,3
23H,20,MN,1
13B,5,ND,3
13C,22,OK,6
26C,20,TN,1
26B,20,TN,1
13C,9,TN,1
290,5,WI,4
13A,20,WV,9
13B,20,AL,11
13C,23,MN,1
120,13,NB,1
13B,14,SC,4
13C,52,DE,1
11A,13,NV,1
220,18,KY,1
120,7,NV,2
13B,55,TX,1
13B,9,VA,1
23F,13,KY,1
220,24,WA,1
13B,54,WI,1
13C,10,ND,1
23H,7,TN,2
13C,17,CA,2
13A,13,CT,9
120,13,MI,11
13B,25,MN,8
200,20,NC,2
13C,9,NJ,61
290,11,SC,3
35A,25,UT,1
13B,12,AL,2
220,19,CA,1
290,22,DC,4
13C,5,FL,1
13B,23,KY,1
13A,23,MD,1
200,20,SC,2
13B,4,TX,2
13B,22,ID,2
23G,25,KS,1
13A,18,MD,3
13B,18,PA,3
13C,53,FL,2
13B,49,IN,1
13A,5,MD,1
26C,25,MI,1
13A,20,NB,2
13C,21,ND,1
13B,13,AZ,63
290,5,FL,7
13C,13,IN,13
200,20,MI,5
290,25,OR,5
13B,9,PA,1
220,20,TX,9
13A,20,VT,2
13C,9,NC,4
120,10,NC,3
200,4,WA,1
26B,8,WV,1
13C,24,CA,13
23F,25,CO,1
11A,14,MA,1
26B,14,MS,1
220,18,NB,1
13C,21,NC,4
26B,8,TN,1
13B,21,NH,3
26B,7,SC,1
13B,18,SC,3
35B,1,UT,1
13B,3,NM,1
13C,4,OH,1
13C,5,CA,29
13A,21,MI,4
23H,10,MI,1
120,20,MA,3
290,18,MT,5
220,22,NC,1
13B,22,OR,1
280,13,WI,1
23F,20,VT,3
290,52,ND,1
280,13,OH,1
290,13,RI,1
290,14,NV,1
23F,18,CT,2
13A,13,ID,4
35A,53,KY,2
120,10,MI,1
290,22,NJ,227
35A,13,OH,5
23F,18,WA,9
13B,3,IA,1
290,21,IL,4
13C,8,ND,1
13A,55,SC,1
13B,11,WV,1
13B,4,LA,1
13C,2,OH,3
290,52,UT,1
13A,52,IL,2
13C,45,MO,1
13A,21,CT,2
23F,13,KS,2
23F,4,KS,1
290,1,KY,1
240,18,MA,2
13C,24,MI,8
13A,9,NJ,4
13B,25,NY,838
13B,7,WA,5
13C,8,WI,1
13B,13,AL,3
13B,4,CO,1
13B,14,TN,2
23H,11,MA,1
200,4,VA,1
120,8,WV,1
23H,6,KY,1
13B,12,MO,3
23H,5,FL,1
290,55,VA,1
13B,7,CA,12
290,5,MN,4
13A,15,MT,4
13B,20,VT,6
13A,25,IL,2
200,13,MD,1
13B,20,NB,16
23H,25,MA,2
26A,20,MO,1
250,25,TN,1
290,7,VT,1
220,4,WA,2
13A,4,AZ,1
13C,9,KS,1
13C,4,ME,1
26B,8,OK,1
11B,15,KS,1
13C,10,MI,1
13A,12,OR,1
13C,52,CA,20
120,20,CA,18
13A,23,CA,5
13C,5,DC,3
290,12,NC,4
13C,3,OH,16
220,24,OK,1
26A,20,SC,1
13A,20,SD,6
35B,20,WI,1
13A,8,AZ,4
290,11,MD,2
290,9,CO,1
13A,21,TX,3
13B,8,CO,2
13A,2,DC,1
23D,20,ID,1
11B,20,WV,1
13B,12,AK,1
13C,15,FL,1
13A,4,MN,1
23D,20,PA,2
13B,9,SD,1
240,18,CO,2
13C,10,IL,1
13C,8,MO,2
290,21,NJ,10
13B,14,NV,1
13C,25,PA,4
290,18,PA,2
280,25,TN,1
13C,4,WA,7
26B,20,MA,1
13B,22,MD,8
26C,20,MI,2
290,37,MN,2
100,13,TX,1
13B,47,CT,1
13A,3,DC,2
13C,3,IN,2
13B,8,KS,2
13B,15,KY,1
210,53,OH,1
13C,7,VA,2
13B,9,ID,1
13A,24,KS,2
290,50,MD,2
290,3,NC,1
200,13,NC,1
220,14,ND,1
13B,22,IA,1
13A,11,ID,1
120,50,TX,2
13C,4,CA,32
13B,50,CO,2
23H,20,ND,3
290,20,NH,10
290,4,NV,3
13B,20,DE,1
290,52,IN,6
13C,1,MA,6
13C,7,TX,6
220,5,CA,2
13A,20,GA,4
13C,13,GA,14
13C,8,OK,2
290,52,VT,2
120,23,AZ,1
23D,5,ID,1
26A,5,ND,1
290,23,VA,2
13C,15,DC,1
13C,23,VA,1
13C,21,CA,28
13B,22,CT,11
13C,22,FL,5
13B,3,ID,8
13B,24,KS,2
270,5,MS,1
13B,15,NB,3
13A,13,NC,26
13A,25,SC,1
13C,53,TN,5
13B,21,IN,2
290,13,SC,5
120,10,FL,1
290,5,ND,1
13C,24,VA,2
13C,8,IL,1
240,20,MA,3
13C,20,MT,2
220,4,CO,1
13C,24,MD,1
13A,20,CA,124
13B,25,CT,4
13C,15,CT,1
120,20,IN,1
35A,20,KS,1
290,11,NJ,26
23H,20,OH,42
36A,20,OH,1
13B,18,TX,29
13B,24,VA,1
290,52,WA,8
23D,23,WA,1
13B,13,WI,23
23H,14,KY,1
13B,8,ME,1
290,50,MT,1
13A,11,NV,1
13C,8,WA,1
290,19,WI,1
13B,15,KS,3
13C,23,AZ,2
13A,39,DC,1
13C,25,IL,4
23F,24,KS,1
220,53,NB,1
23G,5,OH,1
26E,25,WA,2
23C,24,WA,2
290,16,ID,1
13C,24,MO,2
290,4,MO,11
13A,13,NH,1
13C,20,NV,25
120,25,NY,13
250,2,UT,1
220,23,MA,2
290,5,MO,1
35A,13,ND,1
120,2,TN,1
290,25,WV,2
13C,9,NB,1
290,37,OH,2
13B,54,OR,1
290,19,CA,3
290,22,IN,26
290,11,NC,9
13A,18,OH,6
220,20,OK,6
23C,8,SC,8
11D,53,UT,1
210,5,UT,1
290,4,VA,25
290,18,WI,7
13A,11,CT,1
290,8,MI,1
120,23,DC,1
290,3,TN,1
13A,10,AZ,1
23H,8,LA,1
290,23,TN,1
23H,23,KY,1
23C,23,MI,1
290,24,VT,1
120,22,WA,1
13B,20,AK,1
290,8,FL,2
35A,55,MI,1
370,20,MI,1
13B,18,MN,11
290,25,SD,2
290,50,UT,3
13A,3,WY,1
220,5,OH,2
13C,23,TN,2
290,4,VT,3
13A,7,AR,1
13C,21,GA,7
13C,11,MN,5
13A,15,MN,2
120,20,MI,1
13C,5,MO,3
09A,18,CA,1
210,20,CO,1
220,4,NM,1
13C,13,CA,144
13A,3,CA,29
13B,50,CT,2
23H,20,ID,3
290,22,IL,8
250,2,KY,1
13A,18,MI,18
13B,13,MN,35
13A,18,NJ,7
13B,1,NV,5
23H,25,NY,13
23H,20,PA,3
35B,20,TN,2
23H,20,WA,13
35A,18,WV,2
13C,16,CA,1
13A,13,DE,5
23H,13,MA,3
11A,13,MO,2
100,20,OH,4
13B,42,OR,3
13C,25,ND,2
23F,23,SD,1
13C,5,SC,2
290,10,UT,1
36B,20,WV,1
13C,1,CT,1
13A,7,WA,1
26C,25,WA,1
13A,20,IL,18
26B,8,KY,1
120,18,MI,4
26A,20,ND,1
13C,13,NJ,131
290,14,OH,2
13B,1,OR,4
13A,10,SD,1
13A,22,TX,3
13C,4,IN,2
220,20,NH,2
13C,5,NM,1
13A,11,DC,1
13A,50,DC,1
13A,11,FL,2
370,25,MI,1
13C,4,SD,1
13B,52,TX,4
13A,9,OH,1
13A,1,CA,27
13C,37,CA,1
290,53,CT,9
13C,22,KY,6
290,11,MI,7
13B,25,NC,8
290,13,UT,10
13C,22,VA,2
13C,15,CA,7
13A,22,NB,1
23B,23,OH,1
120,20,FL,1
13C,11,ME,2
23G,18,OH,1
23H,24,UT,1
120,1,WA,1
23H,13,AZ,2
290,42,CA,2
13C,7,CA,13
13C,53,MI,61
120,21,MI,1
13A,3,NC,1
13B,20,NV,27
13C,53,WI,2
13C,14,CT,2
23H,24,KY,1
23C,23,OH,3
290,19,OR,1
120,9,NV,1
13B,17,AZ,1
13C,57,MI,2
13B,5,NB,2
13B,12,OH,1
26A,20,UT,1
200,4,NM,1
13B,22,AZ,13
13C,5,AZ,7
290,22,MA,79
13A,13,MD,17
13C,13,ME,13
13B,25,NJ,11
13B,20,OR,13
120,13,TX,10
13C,20,VA,36
13A,53,VA,2
290,13,AK,1
11A,20,OK,1
290,25,SC,7
13A,47,CA,1
13B,8,GA,1
13B,21,NV,4
240,5,OH,1
23A,13,WA,1
220,4,WV,1
290,15,LA,1
13B,11,MI,3
290,53,RI,1
13C,2,MO,1
13C,11,CA,18
200,4,CA,14
13B,20,ID,8
13A,3,KY,2
13A,18,MA,10
13C,22,MO,8
13C,5,OH,8
290,4,OR,18
13B,42,PA,1
13C,25,RI,1
290,14,SC,4
13C,8,UT,1
13B,15,UT,1
290,22,OK,2
23H,22,NJ,1
120,13,IA,1
290,21,KY,1
220,54,MI,1
23H,25,CO,2
13C,51,MI,3
13C,18,PA,9
290,24,SD,1
290,18,SD,6
13C,11,UT,1
23H,2,VA,1
240,18,WA,5
290,18,WA,23
13A,13,SD,1
13A,11,CA,4
220,53,CA,3
120,4,IL,1
13A,4,NM,1
13A,50,OH,1
520,13,VA,3
120,17,CA,1
23D,11,CT,1
11B,18,MI,1
290,6,NB,1
240,20,OH,3
13C,7,PA,1
13B,53,MA,4
200,13,NV,1
35A,25,TN,2
13A,53,ND,1
13B,23,VA,1
13C,14,KY,3
23D,3,MI,1
13A,20,MT,9
290,5,OH,2
290,21,NV,1
13C,12,SC,1
13B,3,SD,6
13B,23,SC,2
13C,50,MO,1
100,20,WA,1
13B,18,WV,2
200,25,WV,1
13A,7,AZ,4
13B,1,FL,3
13C,25,OH,49
26A,12,OR,1
290,20,SD,10
290,22,TN,9
290,4,WA,43
13B,22,ND,4
13A,7,CO,5
220,25,NJ,1
290,1,PA,1
13B,23,RI,1
13A,23,AZ,4
13B,21,GA,3
520,20,MO,1
26B,7,NB,1
23H,6,ND,1
210,20,WI,1
290,57,FL,1
13B,24,AZ,1
23H,25,KS,1
13C,15,MT,1
26A,8,OH,1
23D,25,WA,2
290,55,CA,7
220,6,MI,1
13B,20,MS,2
290,6,TX,1
13B,10,WA,10
120,3,CA,4
13C,9,IN,2
35A,10,UT,1
13C,4,WI,2
290,50,DE,1
23H,25,MT,1
13C,22,ID,1
290,52,OK,2
13B,10,TN,1
35A,23,WV,1
290,9,CA,6
23H,21,MI,1
13B,13,OH,58
290,21,TX,7
120,1,DC,1
13C,14,IL,2
13C,21,MN,5
13A,10,NH,1
13C,3,NV,1
13B,15,FL,6
13A,7,DC,2
13B,9,MN,1
13B,39,CA,2
13C,53,OK,1
13B,53,SD,2
13A,16,VA,1
220,19,WA,2
250,13,WA,1
11D,3,KY,1
13B,53,MO,9
13C,20,NY,41
200,22,OH,1
13C,17,OH,1
23C,12,SC,3
13A,25,UT,3
290,13,WA,44
13B,24,WA,3
290,17,AZ,1
200,20,KS,1
13A,17,MI,1
290,10,NB,3
13B,13,NB,6
13B,8,NJ,2
13C,10,TX,1
13C,20,VT,2
13B,8,MO,1
13C,5,WA,4
23H,4,AZ,1
13A,4,CA,1
120,20,CO,1
290,48,OH,1
23D,25,WV,1
13B,54,WY,1
13C,10,CT,1
13A,18,CO,15
220,20,KS,11
520,20,MI,4
13B,8,MI,5
13B,13,MS,1
23H,22,ND,2
220,20,NV,10
35B,12,TN,2
13B,12,TN,5
23H,5,TN,1
13B,12,WI,1
290,22,CA,2
23H,53,CA,1
13B,7,IN,1
13B,18,NB,1
13A,14,VA,4
