09A,22,AK,1
13C,13,VT,2
13A,13,VT,1
11A,20,WA,3
13B,6,AZ,1
290,54,AZ,1
13B,15,TX,4
13B,8,WA,1
290,25,CO,9
13C,13,DC,17
290,20,MI,121
13B,12,MI,4
13C,11,OR,2
13B,20,TX,55
13B,53,UT,5
35A,20,WA,1
290,13,WI,7
23H,12,AL,1
13A,25,ND,1
290,12,WI,1
290,11,MN,1
220,14,NC,1
200,5,AK,1
290,1,MA,4
23C,9,OH,1
13B,2,OH,1
290,9,DE,1
13B,12,ID,2
13B,13,IL,37
13B,25,MD,8
240,20,MI,2
13A,21,NV,2
13B,13,TN,43
13B,21,TN,6
290,53,WA,5
13A,20,WI,14
13A,12,MA,2
290,53,MT,1
290,20,OK,12
290,5,OR,3
290,25,PA,3
13C,15,AR,1
13B,15,SC,2
13C,25,NV,1
13A,53,TN,3
290,52,WI,4
13B,22,WV,1
13A,50,WA,1
290,13,IL,14
13C,11,KY,10
220,20,MO,16
120,18,ND,1
13A,13,RI,3
290,50,TN,4
13B,22,VA,6
13C,25,VT,1
290,50,WA,8
13A,3,WA,6
13A,23,MA,3
23F,25,OH,3
13C,23,OR,3
220,10,RI,1
13B,9,NJ,2
36B,20,TN,2
13A,7,VA,2
13A,5,CA,1
35A,10,IN,1
13C,25,NB,2
13B,44,OH,2
23E,7,TX,1
23H,8,AL,4
13C,22,AZ,25
13C,20,IA,4
290,4,MA,27
290,53,MI,31
13A,18,MT,2
13C,18,SC,4
13A,12,WA,2
520,13,WV,1
13B,3,AR,2
13B,16,CA,5
220,48,KY,1
13B,10,NC,1
290,46,CA,1
13C,48,MN,1
290,48,MA,1
290,10,MA,19
13B,7,MN,1
13C,1,NJ,6
120,20,NV,3
13B,4,NY,27
13A,15,OK,2
290,13,VA,42
35A,13,WI,1
13A,25,GA,1
13C,22,IN,2
120,13,NM,2
13C,24,OK,1
220,20,MS,1
13C,22,VT,1
13C,23,AL,1
120,13,DE,1
13C,22,ME,8
13A,2,TN,1
13B,10,ID,3
13C,23,KY,2
290,15,NJ,1
13B,50,MO,1
11D,53,MO,1
100,13,SD,1
13C,54,TN,1
220,24,UT,1
13A,18,WV,1
120,18,LA,1
220,3,WA,2
13B,18,WI,2
13A,42,CA,1
290,18,NC,20
220,20,WV,11
120,11,CA,1
13C,8,GA,1
13C,25,KY,5
220,22,WA,1
290,7,CO,1
23G,20,KY,2
35A,18,WA,1
13C,57,MA,1
290,50,WI,2
23H,1,FL,1
13B,12,VA,1
290,25,CA,30
13B,14,CA,7
13A,3,CT,1
13C,4,DE,2
13C,9,MA,7
13A,3,MN,5
13B,14,NJ,1
13B,25,OH,17
520,3,TN,1
23G,13,WI,2
13B,20,ND,24
13C,13,DE,2
23H,7,UT,1
290,4,WV,2
23F,18,AZ,1
120,53,TN,2
120,13,MT,1
23H,13,OR,1
23C,24,VA,1
290,13,AZ,17
13A,20,ID,8
13C,48,KY,3
13C,4,NC,7
23D,25,OH,1
290,5,SC,4
26B,20,WA,6
290,8,IL,1
23H,7,KS,2
280,10,LA,1
290,12,NM,1
13A,13,GA,3
220,7,KY,1
11B,20,KY,1
13C,25,AL,2
23H,7,CA,1
13A,12,CO,1
13B,12,DC,2
120,23,KY,1
23H,4,MN,1
13A,25,TN,2
120,3,WV,1
13A,21,AZ,3
11B,20,CO,1
13B,24,GA,1
23H,4,MA,3
120,13,SC,2
23F,18,TN,1
13C,52,UT,1
280,1,UT,1
13C,48,CA,2
13B,13,MA,89
23H,20,MI,15
35A,18,MI,1
13B,20,MN,24
13C,13,MN,33
23F,13,MO,1
13A,13,NB,2
290,20,NY,345
290,20,OR,39
13B,22,TN,8
13C,18,TN,14
290,25,UT,3
290,24,VA,3
13B,20,SD,9
200,20,CA,7
200,22,NM,1
290,9,IL,2
200,22,PA,2
35A,10,TN,1
13C,12,NV,1
290,24,TN,1
13C,20,IL,34
26A,20,MI,4
13B,4,MO,1
23H,23,OH,5
120,13,OH,28
290,20,SC,26
13C,3,IL,3
290,44,KY,1
13C,11,ND,1
13A,15,AZ,2
220,17,CT,1
290,1,IN,1
40A,5,MA,1
220,4,OH,2
120,23,OH,2
13B,13,WY,1
26A,21,MA,1
290,13,MD,9
120,25,MD,1
13C,25,MO,7
13C,10,NH,1
13C,18,NJ,70
23F,21,OH,2
220,6,WA,2
13A,13,WI,17
13A,22,FL,3
13B,6,ND,1
13C,8,NH,1
13C,7,AR,1
13B,7,IL,2
290,53,UT,2
13B,7,TN,3
11A,20,VA,1
13C,52,WI,1
13C,4,WV,1
09A,15,IN,1
26A,20,CO,1
13C,21,MA,20
290,3,MI,1
13A,20,MN,18
26B,13,MO,1
290,53,OH,16
26C,20,OH,9
120,13,TN,6
13B,18,VA,23
290,53,AL,1
23H,20,NC,1
13A,21,WA,3
23D,12,OH,1
23H,20,IN,2
290,7,PA,1
370,20,IN,1
13B,24,NH,1
13B,4,FL,1
13A,13,IL,35
240,18,MI,3
13B,20,NC,23
13B,15,SD,2
23H,13,WA,10
13A,52,CA,9
13C,22,MD,1
13C,22,OH,2
290,12,VA,5
13C,14,MA,6
11A,10,MI,1
250,47,MT,1
290,19,NC,1
13C,44,VA,1
35A,13,WA,3
250,21,WV,1
220,42,CO,1
13A,9,IL,2
23H,25,MN,1
26C,2,NH,1
23F,20,CO,3
23D,4,CT,1
290,24,IL,1
13C,14,AZ,2
13A,10,FL,2
290,13,IN,10
13C,8,KS,1
290,22,OR,2
13B,1,WA,8
13B,52,KY,1
290,2,ME,1
13A,14,TN,1
120,18,CT,1
220,10,WA,1
290,55,KY,1
13B,45,TN,1
23H,13,VA,1
13B,53,WI,1
23D,9,WI,1
13C,53,CT,6
13C,18,CT,10
13A,3,FL,4
13B,2,NC,2
290,7,NV,2
13B,11,OH,1
290,13,PA,9
290,22,UT,13
23C,24,WV,2
13B,18,CT,7
13B,5,AZ,2
120,21,MA,1
26B,5,MI,1
290,41,OR,1
13A,3,PA,1
13B,50,MA,2
120,50,TN,1
13A,24,WA,3
13B,9,WI,1
120,50,CA,5
13A,1,CO,2
290,50,CT,8
13C,22,CT,19
220,12,ID,1
290,7,KS,1
290,13,LA,4
13B,18,MD,4
26A,24,MI,2
290,25,MN,21
23C,5,MS,3
35A,20,MS,1
13B,3,ND,10
13A,13,NJ,15
13B,3,TN,9
35B,13,UT,11
23H,20,VA,4
13C,4,CO,5
13C,8,CO,1
13C,55,SC,1
13C,13,AR,1
13A,21,NC,3
35A,22,TX,1
23H,22,CT,1
290,8,SC,1
290,18,AZ,26
13A,1,IL,3
13A,20,MO,19
11D,44,MT,1
13C,17,NC,1
13A,25,NV,2
13A,20,NY,17
13C,4,NY,1
13B,7,SC,1
290,4,UT,31
23H,20,WV,9
290,10,OR,1
13B,3,KS,6
13B,14,MA,5
290,21,OR,3
23F,20,AR,1
13C,50,CO,1
290,17,MA,1
26A,20,MA,4
13A,52,MI,1
13A,15,CO,1
13B,12,KS,1
13A,50,MA,2
13C,5,ND,2
23H,18,PA,1
13A,20,RI,1
13A,5,TN,1
100,6,WA,1
13B,21,CA,32
13A,13,CO,44
13C,11,CT,14
120,13,DC,28
13C,4,KY,6
13A,25,MD,4
290,20,TX,103
13A,15,AL,1
13A,13,IA,2
13B,11,KS,4
120,7,TX,1
280,20,AZ,1
23D,4,OK,1
13B,5,IN,2
290,52,NB,1
23D,14,OH,1
290,7,OH,1
13A,18,AK,1
13B,16,IN,1
120,25,FL,1
200,13,IL,1
13A,20,MI,53
290,4,RI,7
290,5,RI,2
13B,13,SC,14
11D,20,TN,5
290,3,VT,1
13A,13,WA,52
13B,14,IN,2
290,11,KY,4
290,9,MI,4
290,8,NJ,1
13C,7,TN,6
290,14,TN,5
13B,9,AZ,3
13C,48,MI,3
13B,18,NV,3
13C,57,CA,6
120,13,LA,1
13C,50,OH,2
100,20,VA,1
13A,3,AZ,7
290,22,CT,26
290,2,DC,1
23H,20,MS,2
13A,14,NC,2
35A,20,TN,10
290,22,VA,14
13C,3,WA,5
13B,12,WA,5
120,8,CA,1
120,7,CA,1
120,18,CO,4
13B,9,CT,2
13C,5,IN,3
13C,12,PA,2
13A,1,TX,1
23C,8,WI,3
13C,9,AZ,2
13C,13,NB,1
520,20,UT,1
200,8,WI,1
13C,44,CA,1
220,5,KS,1
11D,53,MI,1
200,13,OH,1
13B,16,MN,1
120,20,KY,1
13C,17,MA,1
13C,18,NC,8
290,25,TX,6
13A,3,AR,1
13C,12,AR,1
23H,18,IL,1
290,39,KY,1
290,18,LA,4
13C,53,NH,3
120,22,TX,1
290,50,VA,7
26C,20,WA,3
200,13,FL,1
290,10,ID,1
290,4,IL,9
13B,20,IL,22
13C,25,MA,47
13B,24,MA,5
13C,25,MN,17
290,16,NH,2
13C,22,TN,3
13B,25,WI,8
13C,53,AL,1
13B,7,AZ,6
13C,11,LA,1
290,18,MN,8
13C,13,NM,2
13B,25,SD,1
120,13,VA,4
13B,54,CA,1
23H,5,MA,1
13A,5,NC,1
13B,23,TN,1
23D,20,UT,5
290,41,CT,1
13B,14,FL,1
13C,38,FL,1
220,48,MA,1
520,13,MA,1
26B,12,OH,1
13C,6,TX,1
13A,9,WA,1
290,21,DC,1
13C,20,ID,18
13C,13,ID,6
13C,21,ID,1
290,9,MS,1
13B,25,NV,2
220,4,NY,10
290,55,OH,1
290,12,OR,3
13B,11,CO,2
13B,9,FL,1
200,13,IN,1
290,11,ND,1
13C,8,KY,1
120,1,AZ,1
13A,50,IL,2
520,50,KY,1
13B,11,NB,2
290,52,NH,2
13B,12,CT,1
23H,20,TN,8
13C,18,IN,3
23C,8,KS,2
290,21,MN,3
13B,3,NB,8
13B,11,TN,27
13B,48,KY,1
26B,20,OH,3
23A,20,OH,1
26A,20,WV,1
11A,20,LA,1
23H,13,MT,1
290,25,NM,1
290,11,CA,24
13C,20,CO,65
13C,20,DE,15
13B,1,MA,4
13B,18,MA,15
13C,13,OR,16
120,7,PA,1
13A,7,UT,1
13C,25,AR,4
23G,13,CT,1
290,5,GA,2
13A,9,ID,1
13C,11,IN,1
26C,20,MA,1
280,20,NB,1
220,4,NV,1
13C,3,TX,1
13C,16,NC,1
23F,48,ND,1
290,21,IN,2
13B,1,CT,4
13C,23,WA,4
13C,18,WV,1
290,22,KY,3
200,5,NV,1
290,22,NV,1
13A,22,ND,1
13A,7,TX,3
270,2,CT,1
23F,52,KY,1
210,20,MI,1
13B,48,WA,1
11A,13,CO,1
290,24,KS,2
13A,4,MA,1
120,7,MD,1
290,4,ID,11
13C,1,KS,1
13B,23,MD,1
13B,55,MI,4
290,6,MI,1
290,9,NJ,26
13C,21,NJ,25
23H,24,NM,1
13C,20,TN,132
35B,13,TN,6
13A,3,TX,3
13C,18,NM,1
13C,8,OR,1
13B,12,TX,4
13C,2,KS,1
13A,7,IA,1
13C,7,IN,1
26C,17,KY,1
120,55,OR,1
13B,8,VA,2
13A,7,PA,1
13A,20,AR,10
13C,3,AZ,3
13B,53,KY,19
13C,18,KY,8
13B,23,MT,1
13A,1,NJ,1
23H,5,SC,2
13B,25,UT,4
13B,9,KY,4
13A,20,LA,2
11D,15,TN,2
23H,13,CA,2
13C,21,PA,2
13B,9,VT,1
13C,50,CT,2
13C,48,OH,4
35B,12,TX,1
250,21,WA,1
13C,13,AL,6
13A,22,AZ,8
13B,23,AZ,7
13A,25,DC,1
13C,22,KS,5
23F,46,KY,1
13C,20,NJ,389
13B,18,OR,7
11A,25,SD,1
23F,18,UT,3
13A,15,DC,2
11A,52,CA,1
220,4,IN,1
13B,5,KS,1
13B,8,WV,1
290,7,NJ,2
290,8,OH,1
23H,8,VA,1
13C,11,IL,3
290,5,KS,3
290,25,MA,33
13B,9,CO,2
13C,6,LA,1
13C,24,NC,1
200,20,PA,6
13A,10,VA,2
13B,15,OR,3
13B,22,ME,3
13B,7,MO,5
23F,13,NB,1
220,4,NJ,1
290,20,PA,12
13C,20,SD,3
290,24,UT,2
23C,8,WA,8
290,6,AL,1
13B,11,FL,2
220,20,NB,2
13A,20,NC,16
23F,20,CT,4
13B,52,MN,2
13B,11,ND,1
13C,4,MO,3
23C,8,PA,2
290,24,MN,1
13C,18,GA,8
220,20,IN,4
290,22,SD,1
290,38,TN,1
13C,13,VA,21
35A,20,WI,2
13C,20,AL,10
290,10,NC,2
13B,23,NJ,2
290,2,NJ,2
26E,39,CT,1
23D,12,MT,1
13A,18,GA,1
35A,46,IN,1
120,22,KS,1
13A,24,TX,1
13B,55,CA,11
13B,13,CT,23
13C,6,ID,1
23H,23,MI,4
13A,13,MO,37
120,13,MO,10
290,7,OR,2
290,20,WI,26
23H,40,AL,1
290,25,IN,4
13B,53,OH,15
11A,3,OR,1
13B,13,SD,5
13B,15,IL,2
26B,2,KY,1
23H,51,MI,1
13C,13,KS,8
13C,52,KY,9
13B,4,MI,1
13B,12,NC,2
13B,3,NV,3
23H,4,NY,11
13B,13,UT,7
13B,13,VT,8
23D,20,WA,6
13B,7,MA,6
290,2,CT,1
290,6,IL,1
220,20,VA,7
120,12,WI,1
13C,42,CA,1
13A,57,FL,1
13C,4,GA,3
23C,24,MA,1
11A,20,TN,1
13C,21,AZ,7
220,4,CA,7
23H,13,CT,3
13B,1,IL,7
35B,53,KY,1
13C,18,MO,3
13C,13,PA,30
290,50,SC,1
290,4,DE,5
23B,13,KY,1
13A,18,ME,3
13B,11,UT,1
240,13,FL,1
11A,13,TX,1
520,11,UT,1
13C,20,WV,2
35A,13,MA,4
23H,12,WA,2
13B,12,CO,1
13A,13,ME,1
13A,13,AK,8
13C,55,CA,6
13A,18,FL,11
120,20,IL,2
13B,15,MI,10
13B,55,MO,1
23A,20,TX,1
23F,13,WA,8
13C,3,CO,6
220,20,ID,3
200,20,IN,2
13A,20,NH,1
23D,25,TN,1
13C,5,NV,1
13C,50,WA,2
26C,20,LA,1
13B,23,MO,2
13C,12,MO,1
240,13,WV,1
35B,3,WI,1
220,20,CA,49
290,7,CA,5
13C,52,CT,9
13B,10,KS,2
26A,20,KS,1
13B,50,MI,6
13B,3,MT,7
13A,7,OK,1
23G,20,SC,3
26A,20,TN,1
13C,20,UT,8
290,7,FL,4
13B,18,MO,12
13C,14,NJ,4
290,20,NM,8
23C,7,WI,1
23H,2,CT,2
13B,50,DC,1
23G,25,WA,2
35A,25,WA,1
23C,20,WA,1
13C,10,PA,1
13B,10,AZ,1
11A,13,IL,1
13A,14,MT,1
220,19,OH,1
13B,4,MN,1
13B,16,TX,1
120,13,CO,18
13C,7,NJ,22
13A,25,NY,117
13A,20,OH,15
240,20,TN,2
290,5,TX,7
290,22,WA,25
290,6,WA,2
290,22,WV,5
200,18,CO,1
13B,25,IN,3
200,12,OR,1
13B,7,VA,4
11A,20,CO,2
220,5,KY,2
13C,21,NB,2
240,24,ND,1
13A,11,OK,1
13A,11,VA,1
290,20,CA,539
13C,1,CA,26
23H,5,CA,1
13A,3,IN,5
290,13,KY,23
23C,8,MA,9
13A,25,MA,20
290,20,MT,15
290,25,NB,4
13C,20,NH,11
220,25,NY,61
35B,13,OH,4
13B,20,TN,128
35A,22,TN,2
290,18,TN,18
13C,8,VA,1
23D,20,WI,2
23F,18,WI,2
13B,56,AL,1
13B,3,GA,4
13A,14,ND,2
13B,3,OK,3
23H,13,CO,1
23H,13,ND,1
520,15,OR,1
26A,24,SC,1
290,12,TN,1
290,9,IN,1
13C,6,KY,1
290,12,CA,3
13A,24,CA,2
11D,20,KS,1
11A,20,MI,1
13A,24,TN,3
13A,10,TN,4
100,13,TN,1
13B,7,TX,12
23H,23,KS,2
290,18,ME,3
13B,3,OR,2
13A,15,ND,1
23H,8,CT,2
290,51,FL,1
290,50,MO,1
13A,23,NC,2
13B,50,ND,1
23H,2,OH,1
290,25,AZ,23
290,11,CT,7
13B,18,NC,15
13C,20,OK,25
13C,24,WA,5
26C,2,WA,2
13A,3,AL,1
13C,21,IL,5
290,18,NM,1
13A,23,OH,3
13B,5,OK,3
13C,5,OR,2
520,22,WA,1
23D,25,MT,1
35B,20,NB,1
23F,13,WV,2
23F,13,MT,1
13B,54,TN,1
120,9,CT,1
13B,11,OK,1
290,53,WI,1
13C,6,CA,1
120,18,CA,10
13B,10,CO,4
120,13,IL,6
290,13,KS,13
220,40,MI,1
13C,53,MN,22
13C,24,NJ,23
35A,13,TN,15
120,20,TX,1
11D,10,UT,1
13B,53,AL,1
13C,21,CT,8
13B,41,OH,2
13B,52,WA,3
290,3,WA,2
26A,21,SC,1
13B,47,WA,1
13B,54,AK,1
23D,25,CT,1
220,21,WA,3
13A,14,AZ,2
13B,25,AZ,14
13A,21,CA,16
13B,3,CO,16
23E,20,CT,1
13A,24,FL,1
13C,15,IL,2
200,20,KY,3
13A,3,MA,3
13C,4,MN,6
290,13,NH,9
290,11,UT,1
35A,13,UT,19
13A,10,CA,6
13A,48,OH,1
13C,4,DC,3
13A,13,OK,3
23C,20,LA,1
13B,17,MI,1
290,14,MO,1
120,21,NV,1
23G,20,CT,1
26A,20,NB,1
290,4,CO,22
13C,24,KY,4
290,18,MA,23
120,23,MI,1
13B,25,MO,6
290,25,MO,4
23G,20,MT,2
13C,53,SC,6
13B,14,VT,1
13C,11,WA,6
13A,18,DC,1
13C,8,ID,1
13C,1,IL,2
13A,5,MA,2
220,4,MI,3
13A,25,MO,3
290,48,PA,1
290,52,MO,5
13C,25,OK,5
220,53,OR,1
290,52,MD,4
13C,11,NH,1
23H,10,TN,1
250,23,WV,1
220,5,MA,5
13B,21,MI,13
290,25,MI,8
13A,23,MI,5
13A,21,MO,1
13B,15,ID,2
13B,3,MO,7
13B,21,MO,1
290,21,TN,6
13C,13,UT,1
290,8,VA,4
23G,13,WA,1
290,4,WI,3
120,12,OK,1
23H,22,UT,1
200,25,VA,1
13B,18,AK,2
220,25,CA,1
13B,53,IL,4
250,23,KY,1
23D,53,MT,1
290,39,OR,1
13B,11,PA,1
23H,7,MA,1
13C,9,MN,2
220,13,UT,1
13B,5,CT,1
290,4,GA,3
13A,13,KY,11
11D,20,MI,2
290,13,MI,43
13A,13,PA,19
290,13,TN,19
13B,3,TX,23
290,20,VT,7
13B,7,CT,2
13B,8,FL,5
13C,5,GA,1
13B,7,OR,1
200,20,OR,1
13C,10,WA,2
13B,11,GA,2
290,4,LA,1
290,9,MO,1
13A,15,WA,1
23H,52,CA,3
35A,25,IN,1
520,3,KY,1
200,16,ND,1
13C,24,OH,1
13C,53,IN,1
13C,20,AZ,125
35A,7,MI,1
35A,21,MI,4
290,51,MI,9
290,4,NY,103
290,11,OR,2
35B,8,TN,1
23F,20,WA,11
13B,4,DC,1
23H,18,GA,1
120,20,NB,1
23G,20,TN,1
13B,5,WA,2
13C,25,WV,2
270,41,MO,1
23F,13,OH,4
23H,21,WA,1
13C,6,CO,1
13A,39,GM,1
290,23,IN,1
13C,7,MO,1
220,20,NM,1
35A,12,TN,1
13A,14,TX,1
220,20,VT,1
26C,20,AR,1
13B,24,CA,4
220,52,CO,1
13C,4,NJ,19
13C,18,SD,1
290,13,TX,19
23H,7,WA,1
23C,8,WV,7
13C,18,CO,6
13A,7,MA,5
290,21,SC,1
290,9,NB,1
220,20,SD,1
13B,14,SD,3
23H,53,MA,1
13C,39,NC,1
23F,21,OK,1
13A,23,TX,2
13B,52,UT,1
23H,50,KY,1
13B,24,TX,1
220,20,AR,2
120,13,AZ,11
200,14,CA,1
13C,8,CT,4
13C,25,FL,10
13C,9,KY,3
23C,12,KY,1
13C,24,ME,1
23C,8,MI,4
13B,15,MN,1
13C,3,NB,1
13B,3,NC,4
200,4,NY,8
13B,52,TN,4
23H,22,WV,1
13C,21,NH,2
23H,18,NV,1
23G,25,TN,1
13B,8,TN,4
13B,3,DE,2
23H,4,FL,1
240,13,MO,1
13C,53,UT,1
13B,6,WA,2
290,11,ID,1
23H,52,MA,1
290,53,NC,2
13C,9,NM,1
